LON,LAT,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,NUMBER,HASH
-79.4471507,43.6559758,Sterling Rd,,former Toronto,,,,,240,f1401a5127ca6908
-79.3773235,43.8032699,Mintwood Dr,,North York,,,,,67,f5ca872408cab6a6
-79.5790271,43.7202134,Jeffcoat Dr,,Etobicoke,,,,,145,018ad16030b3dbf2
-79.3105157,43.7370706,Lantana Crt,,North York,,,,,30,fa1fcd1fbaffe91e
-79.5050617,43.6774798,Cynthia Rd,,York,,,,,95,84c9ceed1d1d7e6a
-79.430705,43.6830333,Graham Gdns,,York,,,,,10,016ca554a3a3fd04
-79.2900432,43.6716425,Balsam Ave,,former Toronto,,,,,50,b2a2ea81f1be2348
-79.2107953,43.8107807,Plumrose Ptwy,,Scarborough,,,,,131,4eebb1a2740286ee
-79.4430001,43.6600075,Lansdowne Ave,,former Toronto,,,,,727,f5d64f204ee4adb5
-79.3942291,43.6785576,Macpherson Ave,,former Toronto,,,,,104,20295afd17a6dcbc
-79.3446363,43.6727529,Bain Ave,,former Toronto,,,,,234,cb0e0b510c9ec23f
-79.554013,43.6075162,Savona Dr,,Etobicoke,,,,,20,f29ed60d44cdb3fe
-79.3427175,43.6929428,Donlands Ave,,East York,,,,,340,3b590020f1dbedb2
-79.4392706,43.6601614,Brock Ave,,former Toronto,,,,,638,d34ba98a6c76c6c9
-79.4059026,43.6455764,Tecumseth St,,former Toronto,,,,,135,628b1612082e96cb
-79.1770774,43.782928,Military Trl,,Scarborough,,,,,1422,9765799f4a2453d2
-79.4185458,43.6529317,Crawford St,,former Toronto,,,,,360,7bd5b6290bef9f55
-79.5720744,43.6506695,Guernsey Dr,,Etobicoke,,,,,48,180c291ae69d0724
-79.4068,43.6548762,Bathurst St,,former Toronto,,,,,435A,8a1907e9d21506e9
-79.2531202,43.7837443,Milner Ave,,Scarborough,,,,,47,643701aa88c8ff16
-79.4247846,43.6723526,Melita Cres,,former Toronto,,,,,525A,2fda3362f56a0563
-79.4286535,43.6779152,Greensides Ave,,former Toronto,,,,,15,f992cd0a6de0593f
-79.5310903,43.6870204,Norgrove Cres,,Etobicoke,,,,,67,6b352fca8060e076
-79.2956043,43.6905001,Coleman Ave,,former Toronto,,,,,133,5551015377b29912
-79.3579329,43.8102251,Yellow Birchway,,North York,,,,,16,bd5a15ae1c6d0056
-79.1789265,43.8048711,Braymore Blvd,,Scarborough,,,,,72,1237da2be8f1ce47
-79.410914,43.7043166,Eglinton Ave W,,former Toronto,,,,,408,8b568702f9810e43
-79.2285559,43.7499084,Chestermere Blvd,,Scarborough,,,,,14,a48b02bb7b3c0ca8
-79.3330219,43.6850776,Milverton Blvd,,former Toronto,,,,,218,8065099c2ff1809b
-79.5235305,43.6724142,Cobble Hills,,Etobicoke,,,,,9,5f16a3228299e2e4
-79.4622801,43.7874954,Carnival Crt,,North York,,,,,129,ff70a7381066a1e3
-79.4100561,43.7399804,Mason Blvd,,North York,,,,,79,73ed2c87dfad740f
-79.3365038,43.6706362,Jones Ave,,former Toronto,,,,,276,6649255d4cf2ecbf
-79.4092981,43.6615051,Harbord St,,former Toronto,,,,,209,e9c292d08aed76c4
-79.4309698,43.6574602,Havelock St,,former Toronto,,,,,163,562a6170e84c35ba
-79.2887311,43.8197388,Radwell Cres,,Scarborough,,,,,39,8505aee1f3515afe
-79.3922306,43.6505549,Beverley St,,former Toronto,,,,,15,e4f6d4e75e2c4061
-79.2917116,43.7980559,Deblyn Dr,,Scarborough,,,,,1A,ecc3f63b0b1fb970
-79.2944795,43.8224207,Truro Cres,,Scarborough,,,,,55,1205313e97867eb1
-79.5839359,43.6572055,Lafferty St,,Etobicoke,,,,,62,f8780279e0b41098
-79.4260866,43.7111509,Forest Wood,,North York,,,,,2,229f92ef02c2e1f6
-79.4564642,43.7897583,Dove Hawkway,,North York,,,,,18,d4d5463f392e2fcd
-79.4234863,43.6622614,Bloor St W,,former Toronto,,,,,843,a839dacd0c324c4a
-79.135607,43.7754326,Wharfside Lane,,Scarborough,,,,,21,8d6abdd303d134ca
-79.3830779,43.7116037,Banff Rd,,former Toronto,,,,,152,c1617f56fd026018
-79.2973825,43.6726261,Hambly Ave,,former Toronto,,,,,37,07e360dc7b7254e4
-79.430721,43.6687946,Delaware Ave,,former Toronto,,,,,447,027087bcb1ddbe10
-79.1805304,43.7959704,Portrush Cres,,Scarborough,,,,,2,f4221da96e0b7936
-79.3639008,43.704965,Sutherland Dr,,East York,,,,,219,8743504730ddfbde
-79.3945091,43.7118373,Erskine Ave,,former Toronto,,,,,119,6ce8c20295dddc02
-79.2383652,43.7301551,Oakridge Dr,,Scarborough,,,,,89,c01e8ac0ea9450af
-79.1800112,43.7664999,Piperbrook Cres,,Scarborough,,,,,89,04a9255fe98a3d23
-79.3663228,43.7871773,Green Meadows Crcl,,North York,,,,,100,704bd33336ce2e90
-79.2604774,43.7555802,Rushley Dr,,Scarborough,,,,,92,b9e066840dc84f2c
-79.2195791,43.7654482,Barnes Cres,,Scarborough,,,,,4,b4fa7e598dee7424
-79.453591,43.7668616,Candis Dr,,North York,,,,,17,c004add4ff1bfa50
-79.2284654,43.8156718,Dunsfold Dr,,Scarborough,,,,,60,e15b79e80e9d4ffa
-79.4209212,43.7885036,Connaught Ave,,North York,,,,,55,369e8fe12ad61f0f
-79.2172489,43.765339,Scarborough Golf Club Rd,,Scarborough,,,,,764,f7e55bd511d1a823
-79.3754061,43.7663747,Bessarion Rd,,North York,,,,,5,456d7553747ff231
-79.5850444,43.6464324,Esposito Crt,,Etobicoke,,,,,3,b705688559c356b8
-79.4134164,43.6530241,Bellwoods Ave,,former Toronto,,,,,253,e5994344d956825d
-79.460899,43.662306,Indian Road Cres,,former Toronto,,,,,258,46958812107460d0
-79.3079762,43.7733193,Shrewsbury Sq,,Scarborough,,,,,48,89535ba666932ba4
-79.2391308,43.7687691,Albacore Cres,,Scarborough,,,,,12,c50bf494c364a008
-79.4314603,43.6405784,Elm Grove Ave,,former Toronto,,,,,56,82ca2fddaffd684f
-79.2962474,43.7079372,Victoria Park Ave,,East York,,,,,1118,5a89b2b7a02b201f
-79.4562188,43.7898174,Dove Hawkway,,North York,,,,,12,e14773f32783ec6e
-79.3576825,43.7873906,Clancy Dr,,North York,,,,,51,542ff4449528b18a
-79.3937859,43.7523875,Fenn Ave,,North York,,,,,161,e876bab060ceb4e8
-79.2093009,43.7898693,Misthollow Sq,,Scarborough,,,,,31,06b946847d79259f
-79.2005423,43.8198767,Morningview Trl,,Scarborough,,,,,231,f685e5c70eb34ac1
-79.4385575,43.6972378,Winona Dr,,York,,,,,701,5187bb50b282b516
-79.4584059,43.6994864,Castlefield Ave,,York,,,,,1270,3529cc3a06332e77
-79.4577625,43.6771893,Prescott Ave,,former Toronto,,,,,89,369d1cf6bc2fb99d
-79.298378,43.7152765,Victoria Park Ave,,Scarborough,,,,,1339,eb7a9810dbbe0649
-79.3652941,43.7422793,Chelford Rd,,North York,,,,,35,86308b83707e2a52
-79.535599,43.6853302,Norby Cres,,Etobicoke,,,,,11,b9a2dc7081d26bd1
-79.4519669,43.649528,Constance St,,former Toronto,,,,,36,90da95b61e9e9a79
-79.460604,43.6917595,McRoberts Ave,,York,,,,,610,f03b0acfa65b5930
-79.2633504,43.7588188,Munson Cres,,Scarborough,,,,,8,90d0de71b8518dcb
-79.5535422,43.722823,Golfdown Dr,,Etobicoke,,,,,46,3382b428df7af0b6
-79.5369963,43.5884728,Lake Promenade,,Etobicoke,,,,,345,29c0d7678a2fe458
-79.3046749,43.7687616,Crocus Dr,,Scarborough,,,,,211,b6afcc2f6f44814c
-79.4110764,43.6589382,Palmerston Blvd,,former Toronto,,,,,377,9302f88f13d139d7
-79.3038709,43.6921549,Main St,,East York,,,,,418,569855c48e3ad76b
-79.4619866,43.6743685,Cloverdale Rd,,former Toronto,,,,,20,45e2e15eb7891fd2
-79.2484436,43.7519543,Barrymore Rd,,Scarborough,,,,,57,a4b17778a7a4fe20
-79.4809634,43.6633516,Runnymede Rd,,former Toronto,,,,,601,5ff660958f28d272
-79.4003116,43.6873405,Oriole Rd,,former Toronto,,,,,16,e2b46f0f6ff5a6c3
-79.3635224,43.6552825,Power St,,former Toronto,,,,,80B,da140001dcea50f5
-79.4282908,43.7005981,Eglinton Ave W,,former Toronto,,,,,926,464fee2a6e880078
-79.4479722,43.7232366,Ranee Ave,,North York,,,,,257,94a4c2a0f4afd386
-79.3254441,43.7628793,Tulane Cres,,North York,,,,,61,6fcc7b9f0c636ff8
-79.3009553,43.7318072,Shaneen Blvd,,Scarborough,,,,,11,e098040b13b1ff9e
-79.5243998,43.748511,Blossom Cres,,North York,,,,,21,cdd70e990b142efd
-79.4336751,43.7008764,Glenarden Rd,,former Toronto,,,,,22,6bdf71019393ff43
-79.2858407,43.7567603,Vauxhall Dr,,Scarborough,,,,,141,681b0c5694da8211
-79.6022986,43.72345,Triple Crown Ave,,Etobicoke,,,,,21,477c529e39566f6f
-79.2293464,43.8363373,Solstice Dr,,Scarborough,,,,,11,14b03ef72abdc55a
-79.2944954,43.6775046,Beaufort Rd,,former Toronto,,,,,58,a6935f178517ccc1
-79.1444938,43.7936678,Andona Cres,,Scarborough,,,,,55,a6170dd5b878ffcb
-79.3226538,43.8007252,Stonebridge Blvd,,Scarborough,,,,,27,5f434049fe10ac1c
-79.3303124,43.7762364,Patrick Blvd,,North York,,,,,11,d02b8fe8328b92ee
-79.4927081,43.7576601,Bratty Rd,,North York,,,,,9,6228be63760c3c6f
-79.4078068,43.6967983,Forest Hill Rd,,former Toronto,,,,,172,35e963639b93512c
-79.3808201,43.6604482,McGill St,,former Toronto,,,,,44,0ad412dabbe373f1
-79.2253405,43.7199193,Lakehill Cres,,Scarborough,,,,,17,d8b809ed1f4814c3
-79.2234876,43.8162592,Red Hawk Rd,,Scarborough,,,,,11,24e3cb1f96a0cc82
-79.6015188,43.7234971,Janda Crt,,Etobicoke,,,,,10,db7ed5557a77afee
-79.281061,43.8004845,Boarhill Dr,,Scarborough,,,,,49,207c9b759c0ac0eb
-79.1933814,43.7544814,Toynbee Trl,,Scarborough,,,,,143,11e38b4c707eb6c2
-79.5827915,43.7249898,Delsing Dr,,Etobicoke,,,,,32,2c79e463121fbc69
-79.3088123,43.6663954,Sarah Ashbridge Ave,,former Toronto,,,,,72,4080c7683f369308
-79.4157476,43.709599,St Clements Ave,,former Toronto,,,,,446,5b0961e92568d946
-79.3349839,43.6594013,Winnifred Ave,,former Toronto,,,,,1,7103f419a456effb
-79.5372638,43.6188598,The Queensway,,Etobicoke,,,,,1536,05ad5d7e803089ee
-79.4617985,43.6726275,Ford St,,former Toronto,,,,,83,f46f97b52a0b010a
-79.3068252,43.790711,Fluellen Dr,,Scarborough,,,,,4,741ae374d97011d9
-79.2039993,43.822031,Bingley Rd,,Scarborough,,,,,5,23bafbf903454b90
-79.3658848,43.6687961,Wellesley St E,,former Toronto,,,,,385,a0390c8f27c5e729
-79.3269596,43.6666446,Hiltz Ave,,former Toronto,,,,,91,31b3adb0f781eb0c
-79.1540515,43.7879551,Cedarview Dr,,Scarborough,,,,,19,073fe72fabf39966
-79.3467472,43.6776977,Carlaw Ave,,former Toronto,,,,,715,312436c76cb53080
-79.4127522,43.6697487,Bathurst St,,former Toronto,,,,,929,3723a0ae546c7bc8
-79.3680639,43.6543708,Brigden Pl,,former Toronto,,,,,8,652da46c4d640862
-79.3111765,43.7228665,Sufi Cres,,North York,,,,,18B,99ca97d1fd67b0f2
-79.4825621,43.6713032,Criscoe St,,York,,,,,3,c84dd20349f7c288
-79.454282,43.7222954,Ranee Ave,,North York,,,,,340,d85141a10bbda0fb
-79.2365086,43.8313782,Pitchpine Dr,,Scarborough,,,,,26,409a5f432ff01493
-79.2645905,43.8226254,Pebblewood Ave,,Scarborough,,,,,3,57560675e2962864
-79.3635424,43.7155619,Divadale Dr,,East York,,,,,175,8b7e93bfc57a1e7f
-79.4980147,43.6112826,Vanevery St,,Etobicoke,,,,,29,6347182c0b96fa9e
-79.3911121,43.6656036,Queen's Park Cres E,,former Toronto,,,,,57,93e6c355c643dcbd
-79.2739331,43.7387251,Ionview Rd,,Scarborough,,,,,105,9b11c817dbda4618
-79.4597772,43.6566074,Indian Grv,,former Toronto,,,,,184,282b5f1ae484302f
-79.2916272,43.7003216,Donside Dr,,Scarborough,,,,,3B,892563d3a6731ea0
-79.3280143,43.76314,Tulane Cres,,North York,,,,,7,7d1e07dc2f46a131
-79.1637844,43.7725428,Brightside Dr,,Scarborough,,,,,31,57fa2e7e6a9a990a
-79.329661,43.664429,Hastings Ave,,former Toronto,,,,,30,bddd6f75cb073b09
-79.4392187,43.6790902,St Clair Ave W,,former Toronto,,,,,1066,819880ec750bc286
-79.5164236,43.6511539,Highgate Rd,,Etobicoke,,,,,3,9c9e51f23943ff97
-79.3613661,43.7723861,Carl Shepway,,North York,,,,,7,e7182ed90e1a7fd5
-79.4900651,43.660028,St Mark's Rd,,York,,,,,11,9a684421819ef5d7
-79.4148772,43.6880084,Lonsdale Rd,,former Toronto,,,,,363,e2ab9481b29352ac
-79.384169,43.7191541,Blyth Dale Rd,,North York,,,,,11,239c1cd1d4445637
-79.5176564,43.6266907,Nordin Ave,,Etobicoke,,,,,112,35d4f938cef9facc
-79.5001598,43.7516408,Clayhall Cres,,North York,,,,,53,35b5e33f6d3923be
-79.4503178,43.6836305,Morrison Ave,,former Toronto,,,,,122,e1224d412d89f850
-79.1913362,43.757555,Cultra Sq,,Scarborough,,,,,92,240f3d41a2b42002
-79.4572071,43.6960338,Bowie Ave,,York,,,,,131,d4bfaef1630da293
-79.4785024,43.6475781,Lavinia Ave,,former Toronto,,,,,94,3e6858ce73364ecb
-79.4433085,43.7675494,Hearthstone Cres,,North York,,,,,44,44d33052e28cb8c3
-79.3033064,43.7642271,Mayflower Ave,,Scarborough,,,,,31,eab4c12ff72d8dd1
-79.4263985,43.6576829,Delaware Ave,,former Toronto,,,,,91,d3b9a8d5edad2dbd
-79.4011725,43.7084682,Helendale Ave,,former Toronto,,,,,79,e845c63e215e5025
-79.4977873,43.7376296,Northover St,,North York,,,,,32,b09b3fc985ccab8c
-79.5736029,43.6912465,Dixon Rd,,Etobicoke,,,,,610,93e402e1469cf03c
-79.5010092,43.6292188,Holbrooke Ave,,Etobicoke,,,,,45,f88969d34a568eef
-79.4948823,43.7220887,Maurice Coulter Mews,,North York,,,,,21,0ef6204e9c602422
-79.5271787,43.7115374,Telco Cres,,North York,,,,,25,19dd2d8e6ff8328e
-79.4328245,43.7399087,Wendy Cres,,North York,,,,,17,49e99c11d4f0068e
-79.3329106,43.775941,Snapdragon Dr,,North York,,,,,20,7e2461c2f2be2f2a
-79.4292015,43.7725592,Hounslow Ave,,North York,,,,,308A,b5b2f4fc3d73b4a4
-79.440767,43.6462852,Fern Ave,,former Toronto,,,,,4,88c813c2e70bdb37
-79.4513705,43.6956707,Eglinton Ave W,,York,,,,,1856,8a5f82ba3401a0f4
-79.1364349,43.7944856,Jaybell Grv,,Scarborough,,,,,384,c3b0e4100cc2cc01
-79.4235519,43.7122416,Strathallan Wood,,North York,,,,,241,c166eb42571eef23
-79.4301743,43.6416799,Gwynne Ave,,former Toronto,,,,,80,d6a0f6e1895e48d3
-79.209388,43.8057636,Keon Pl,,Scarborough,,,,,34,35977df6101f6324
-79.2890215,43.8084769,Haven Hill Sq,,Scarborough,,,,,105,ca094176d7445736
-79.3078688,43.7037059,Leander Crt,,East York,,,,,3,6b7a1ad21921f039
-79.4988976,43.7030024,Renfield St,,North York,,,,,76,d6bac139410d6506
-79.4676341,43.6394879,Woodland Hts,,former Toronto,,,,,28,80f779263476bba9
-79.5125212,43.7098384,Dalbeattie Ave,,North York,,,,,17,00cb8515ee51df90
-79.4212411,43.706525,Roselawn Ave,,former Toronto,,,,,612,86ff4c263be5f56b
-79.4150835,43.7152037,Glencairn Ave,,former Toronto,,,,,287,6c7c66daeb0bf1b0
-79.2760598,43.8278504,Penmarric Pl,,Scarborough,,,,,102,a2d262df60d1340c
-79.5214917,43.6448784,Bloor St W,,Etobicoke,,,,,3337,95bc638cd7bc1ce4
-79.2737786,43.6870997,Audrey Ave,,Scarborough,,,,,169,66853ea43792be15
-79.2987312,43.7051026,Squires Ave,,East York,,,,,1,3974dee8976c66bc
-79.385276,43.6679573,Isabella St,,former Toronto,,,,,12A,3b7d6058b95b41f4
-79.5181111,43.7445776,Bartel Dr,,North York,,,,,58,5ec0626430b05d55
-79.4209561,43.6694322,Christie St,,former Toronto,,,,,214,b5c05448a6db3d77
-79.227675,43.7707961,Bailey Cres,,Scarborough,,,,,46,c88c4e881f0942f1
-79.2057283,43.7517962,Senator Blvd,,Scarborough,,,,,26,5f0dc7ad62e6bd0f
-79.2067765,43.7624173,Samson Cres,,Scarborough,,,,,58,1f2636e978557480
-79.343531,43.679445,Danforth Ave,,former Toronto,,,,,706,2669bf44e5a8e138
-79.4370014,43.6859562,Earlsdale Ave,,York,,,,,108,e33cfd1398d73a50
-79.5917445,43.7474571,Vange Cres,,Etobicoke,,,,,26,c5046c956bb11917
-79.4163526,43.6559251,Grace St,,former Toronto,,,,,178,395fb523d54e1679
-79.410271,43.7372185,Yonge Blvd,,North York,,,,,111,53928f9bfbc35570
-79.5097672,43.6375577,Sevenoaks Ave,,Etobicoke,,,,,26,b60986553d2f35ff
-79.3270457,43.7750752,Hickorynut Dr,,North York,,,,,79,a827a8475715ae50
-79.3968616,43.7825165,Olive Ave,,North York,,,,,257,7edd3e5836557a53
-79.3562671,43.6583387,Old Brewery Lane,,former Toronto,,,,,51,02e9481e42520e74
-79.360573,43.7179106,Broadway Ave,,East York,,,,,654,719b66519a9e1c58
-79.3252209,43.6930176,Holborne Ave,,East York,,,,,11,46d09654be802580
-79.3156899,43.676948,Gerrard St E,,former Toronto,,,,,1759,c0e9c402804041c5
-79.2474717,43.7644402,Brantwood Dr,,Scarborough,,,,,47,0b93bda4670186ae
-79.5351766,43.7667431,Ormont Dr,,North York,,,,,75,5c2b641789dfdd47
-79.3810854,43.8058332,Mintwood Dr,,North York,,,,,150,f1066f31b8285925
-79.3841832,43.6634287,Yonge St,,former Toronto,,,,,510,1be2702d8d10a6cc
-79.4847345,43.6530474,Colbeck St,,former Toronto,,,,,179,ad8af1b8045f33ca
-79.4217911,43.7770062,Lorraine Dr,,North York,,,,,68,ad9711a1c105d2a6
-79.2838921,43.8038522,Knockbolt Cres,,Scarborough,,,,,62,1799426eb8d7b036
-79.4388484,43.6520308,St Clarens Ave,,former Toronto,,,,,189,751cbf4c02b5108e
-79.3470159,43.7912241,Tepee Crt,,North York,,,,,10,5eb01fdb6691284a
-79.2883816,43.7030513,Pharmacy Ave,,Scarborough,,,,,414,626f002a26638268
-79.4528763,43.6703372,Symington Ave,,former Toronto,,,,,481,eb946dd794ecc252
-79.4935999,43.6698739,Florence Cres,,York,,,,,1,92725e17b2fee9ae
-79.4108742,43.6486218,Claremont St,,former Toronto,,,,,84,eb7957b8969b80fb
-79.3000956,43.6831597,Main St,,former Toronto,,,,,136,9a507b307194148c
-79.5829989,43.7216205,Bairstow Cres,,Etobicoke,,,,,37,17857f767853ce9c
-79.3248422,43.7649989,Roywood Dr,,North York,,,,,52,633f6dbfc8e1b995
-79.3495381,43.6735253,Grandview Ave,,former Toronto,,,,,27,3c38e5865679e440
-79.2195559,43.7401305,Markanna Dr,,Scarborough,,,,,7,db2f638bf62cb025
-79.432057,43.7330426,Dunblaine Ave,,North York,,,,,197,6af8d71831b101c6
-79.5339464,43.7312279,Ron Attwell St,,North York,,,,,41,7759fece93051bb3
-79.3151585,43.7645332,Annaree Dr,,Scarborough,,,,,6,b82caada9e54009f
-79.5381751,43.7395089,Bradstock Rd,,North York,,,,,18,8bce710e546904fa
-79.2229441,43.8044715,Tapscott Rd,,Scarborough,,,,,100,79b5699a488b0d92
-79.4149385,43.7024234,Russell Hill Rd,,former Toronto,,,,,531,a533998df3504389
-79.4696186,43.6556203,Gothic Ave,,former Toronto,,,,,96A,91efcc6fae662776
-79.138195,43.7992328,Rouge Hills Dr,,Scarborough,,,,,576,d5ce3e2225379a4a
-79.3689395,43.6879228,Douglas Dr,,former Toronto,,,,,336,2ab013d4e0729b08
-79.4477911,43.6473158,Westminster Ave,,former Toronto,,,,,95,81f687a94c486743
-79.4290269,43.6722166,Salvador Allende Crt,,former Toronto,,,,,11,a7a44f773b390f26
-79.5349201,43.5906514,Muskoka Ave,,Etobicoke,,,,,39,d3e7ea8baeb4819a
-79.2756868,43.813581,Amanda Dr,,Scarborough,,,,,19,89ecba9c84bf2bfd
-79.3498822,43.7036416,Leaside Park Dr,,East York,,,,,14A,39e868f145ba4e0c
-79.3976017,43.7781423,Dunview Ave,,North York,,,,,259,26abad54543de85b
-79.5277696,43.6345261,Advance Rd,,Etobicoke,,,,,46,0b619076f1e26941
-79.4294298,43.7366749,McGillivray Ave,,North York,,,,,88,200b2418d532fcaf
-79.1772639,43.8016781,Farmhill Crt,,Scarborough,,,,,17,997028ddd5eb7650
-79.4237843,43.7306241,Old Orchard Grv,,North York,,,,,501,89000ea2c0bdaf04
-79.4152047,43.7712455,Ellerslie Ave,,North York,,,,,55-65,49635ad61c2a3b9a
-79.3012893,43.7311069,Shaneen Blvd,,Scarborough,,,,,4,daa5c71f11843162
-79.1944683,43.7636117,Montoro Lane,,Scarborough,,,,,29,0dbe3d3f4e2f77cd
-79.2103911,43.8209516,Harvest Moon Dr,,Scarborough,,,,,1,e92a53f3dca639e4
-79.4217316,43.7251175,Cranbrooke Ave,,North York,,,,,469,55461672c2a2d3af
-79.3728126,43.6863711,Glen Rd,,former Toronto,,,,,175,1a898abde94cda37
-79.4274995,43.6757741,Hillcrest Dr,,former Toronto,,,,,56,035a815469f775e1
-79.5469065,43.6468318,Wedgewood Dr,,Etobicoke,,,,,106,46850e9f1c995ef4
-79.5501801,43.6828358,Sheffley Cres,,Etobicoke,,,,,46,a8b0cc36d0932bac
-79.4219063,43.6692542,Garnet Ave,,former Toronto,,,,,18,a9fc62f75a6b5972
-79.5698921,43.7647698,Cabana Dr,,North York,,,,,207,aca588d82e7896b7
-79.5757642,43.72713,Jeffcoat Dr,,Etobicoke,,,,,3,7181dc7b3ed2d5ea
-79.3970744,43.7494479,Danville Dr,,North York,,,,,7,2bd2a3619ef41c37
-79.4947384,43.6777382,Dalrymple Dr,,York,,,,,119,8f986ccbf05b08e5
-79.5733122,43.6614835,Margrath Pl,,Etobicoke,,,,,20,fdacab99639d1380
-79.4040074,43.6709661,Madison Ave,,former Toronto,,,,,93-99,840e1fe82aa6bc13
-79.5924896,43.7448101,Garfella Dr,,Etobicoke,,,,,21,0c2d3c690ab1bac5
-79.3002698,43.7389964,Droxford Ave,,Scarborough,,,,,59,2fcc1fc01c5b719c
-79.4976322,43.7673134,Bowsfield Rd,,North York,,,,,18,f07dce7d54227ba5
-79.4139705,43.6429355,Adelaide St W,,former Toronto,,,,,895B,3cca437138b43f7f
-79.3189248,43.808487,Sandy Haven Dr,,Scarborough,,,,,154,e5352650b0dff17d
-79.5161656,43.7013974,South Station St,,York,,,,,33,ec0330d01980d3c1
-79.5178817,43.6448568,Durban Rd,,Etobicoke,,,,,12,a98c3eff9fd8a032
-79.2335476,43.831918,Snowy Owl Way,,Scarborough,,,,,21,ae51826bb619af4d
-79.2752383,43.7917963,Lauralynn Cres,,Scarborough,,,,,3,6c8ebeb082e5e5c2
-79.5381538,43.6439235,Prennan Ave,,Etobicoke,,,,,26,2c60b58ce57eb262
-79.4619594,43.6663554,Hook Ave,,former Toronto,,,,,82,1f24d0dd28c49d9d
-79.2711004,43.736073,Midholm Dr,,Scarborough,,,,,24,a5a352e6ba216408
-79.288002,43.682003,Scarborough Rd,,former Toronto,,,,,292,056204fa91150b80
-79.3341115,43.6713497,Leslie St,,former Toronto,,,,,410,17b04fd1fc858cb2
-79.4292905,43.7294487,Old Orchard Grv,,North York,,,,,575,7aa9190f5d800c11
-79.2738277,43.8055471,Briarscross Blvd,,Scarborough,,,,,62,401c77c4931c7aac
-79.4743825,43.6716305,Tarragona Blvd,,former Toronto,,,,,63,c0110734c6d99367
-79.4695136,43.7330863,Spalding Rd,,North York,,,,,140,8c654292fbae7587
-79.4098181,43.6513229,Euclid Ave,,former Toronto,,,,,200,e00cbac34060ee6e
-79.3961597,43.7923418,Algo Crt,,North York,,,,,33,bcce7eef3ba17025
-79.4967465,43.6949342,Via Cassia Dr,,North York,,,,,47,76779aa3b7169ed2
-79.2203065,43.739172,Coltbridge Crt,,Scarborough,,,,,1,f11feb6aa136713f
-79.480578,43.7097925,Wyndale Dr,,North York,,,,,51,1420a3de846efa9c
-79.4555438,43.670179,Davenport Rd,,former Toronto,,,,,1921,055c595b9bd1a54d
-79.5245925,43.7044493,Cross St,,York,,,,,13,e25c88135a2aa185
-79.3834011,43.7177658,Blyth Hill Rd,,North York,,,,,55,9abe0c68fbc65e91
-79.5588564,43.6641388,Millburn Dr,,Etobicoke,,,,,1,62bb09272f79bf9f
-79.3404202,43.7971297,Shawnee Crcl,,North York,,,,,285,d4091ee1598cdce3
-79.2840908,43.6817719,Victoria Park Ave,,Scarborough,,,,,227,df417754a751d5af
-79.5549497,43.6515399,Westglen Cres,,Etobicoke,,,,,65,29a76e7a4f94204c
-79.5209679,43.7060132,Grattan St,,York,,,,,36,3adcb50f306ce0eb
-79.4042464,43.7480172,Don Ridge Dr,,North York,,,,,17,167c33d3fc78ffc2
-79.3169296,43.7534754,Welsford Gdns,,North York,,,,,40,572e0cff4921ade1
-79.2749091,43.7659469,De Jong St,,Scarborough,,,,,3,03d3d222884f464e
-79.4605972,43.7673352,Terrydale Dr,,North York,,,,,23,48776566c7b8a1e0
-79.3825147,43.7556841,Berkindale Cres,,North York,,,,,21,144ab933c85f3d53
-79.4578642,43.7863813,Fisherville Rd,,North York,,,,,175,5e5ec7e031c2eafb
-79.3138445,43.6736466,Edgewood Gdns,,former Toronto,,,,,7,171637f884de2c61
-79.2243412,43.8225321,Bobolink Ave,,Scarborough,,,,,24,4d08bf2b6e4c8db1
-79.471551,43.6952999,Beechborough Ave,,York,,,,,30,c8194cbd6979d27e
-79.4550265,43.6560799,Bloor St W,,former Toronto,,,,,1598,a668ebec280d126d
-79.318671,43.7346332,Sweeney Dr,,North York,,,,,126,e4a451a0078302d2
-79.4856877,43.7207555,Rory Rd,,North York,,,,,130,3b287a321807313e
-79.5497019,43.6443448,Shaver Ave N,,Etobicoke,,,,,125,625fcc406afeea5e
-79.4859735,43.7130884,Maple Leaf Dr,,North York,,,,,355,b52efcd74a3e50d8
-79.2152189,43.7966498,Parsell Sq,,Scarborough,,,,,72,d568ba7e92581f65
-79.5010757,43.6155413,Harold St,,Etobicoke,,,,,4,838c134d8644a965
-79.4536302,43.6879389,Rochdale Ave,,York,,,,,18,d326aeaf75b863ee
-79.3370344,43.7988652,Cherokee Blvd,,North York,,,,,329,abf432d339c31582
-79.2945615,43.6720015,Hammersmith Ave,,former Toronto,,,,,135,4901272dceb8e884
-79.3349919,43.6905575,Leroy Ave,,East York,,,,,87,ff2d8823110aea33
-79.3324605,43.6634561,Jones Ave,,former Toronto,,,,,7,1e4b0fdd8e631704
-79.4553723,43.6923441,Carrington Ave,,York,,,,,6,ad398b9d9852e0de
-79.446649,43.6922418,Northcliffe Blvd,,York,,,,,596,37662cd31004676f
-79.5563683,43.7392188,Thistle Down Blvd,,Etobicoke,,,,,242,5e17a93a8c3dfded
-79.4101261,43.7355731,Joicey Blvd,,North York,,,,,59,4b9f34fb299950d5
-79.4386011,43.6385163,Leopold St,,former Toronto,,,,,36,7980665bdeeda2e0
