userID,originID,destinationID,requestDate
11,47,210,2019-03-08 16:00:00
16,182,49,2019-03-08 10:00:00
1,100,117,2019-03-08 15:00:00
6,83,219,2019-03-08 12:00:00
5,156,151,2019-03-08 16:00:00
8,78,67,2019-03-08 13:00:00
5,146,221,2019-03-08 11:30:00
4,198,103,2019-03-08 10:00:00
9,68,212,2019-03-08 15:00:00
13,173,77,2019-03-08 09:30:00
7,52,132,2019-03-08 10:30:00
11,48,212,2019-03-08 15:00:00
16,213,84,2019-03-08 11:30:00
2,183,169,2019-03-08 11:30:00
3,164,80,2019-03-08 16:30:00
13,61,37,2019-03-08 14:30:00
12,137,229,2019-03-08 15:00:00
13,199,208,2019-03-08 11:30:00
3,125,187,2019-03-08 10:00:00
1,130,234,2019-03-08 10:00:00
4,164,234,2019-03-08 12:30:00
5,182,107,2019-03-08 10:30:00
14,138,85,2019-03-08 13:30:00
13,199,106,2019-03-08 12:30:00
14,167,177,2019-03-08 10:30:00
4,184,51,2019-03-08 15:30:00
1,133,38,2019-03-08 09:00:00
16,152,183,2019-03-08 16:30:00
4,78,156,2019-03-08 11:30:00
7,39,207,2019-03-08 14:30:00
5,48,135,2019-03-08 16:30:00
15,207,201,2019-03-08 10:30:00
6,82,196,2019-03-08 12:00:00
11,61,121,2019-03-08 11:30:00
14,94,161,2019-03-08 11:30:00
7,150,216,2019-03-08 15:30:00
3,207,48,2019-03-08 14:30:00
8,220,153,2019-03-08 11:30:00
12,210,107,2019-03-08 14:30:00
14,209,182,2019-03-08 12:00:00
15,222,177,2019-03-08 12:30:00
1,177,39,2019-03-08 13:30:00
7,109,167,2019-03-08 09:00:00
2,177,234,2019-03-08 12:30:00
16,147,176,2019-03-08 15:00:00
15,220,51,2019-03-08 12:30:00
7,115,77,2019-03-08 11:30:00
15,210,206,2019-03-08 13:00:00
7,191,149,2019-03-08 14:30:00
6,40,215,2019-03-08 14:30:00
15,191,222,2019-03-08 12:30:00
13,69,105,2019-03-08 16:30:00
13,110,177,2019-03-08 14:30:00
8,88,91,2019-03-08 12:00:00
14,73,121,2019-03-08 11:00:00
16,85,164,2019-03-08 12:30:00
15,81,180,2019-03-08 12:00:00
4,127,47,2019-03-08 11:30:00
13,86,64,2019-03-08 14:30:00
3,172,215,2019-03-08 15:30:00
4,179,127,2019-03-08 12:00:00
16,158,196,2019-03-08 13:30:00
16,143,139,2019-03-08 10:00:00
8,126,68,2019-03-08 15:30:00
5,127,138,2019-03-08 13:00:00
2,201,123,2019-03-08 13:00:00
7,111,202,2019-03-08 15:00:00
4,197,194,2019-03-08 11:00:00
14,192,77,2019-03-08 11:30:00
1,186,227,2019-03-08 10:00:00
13,168,54,2019-03-08 14:30:00
7,90,82,2019-03-08 10:30:00
12,127,50,2019-03-08 16:00:00
16,211,141,2019-03-08 14:30:00
13,94,112,2019-03-08 10:30:00
4,129,37,2019-03-08 10:00:00
11,175,73,2019-03-08 11:00:00
12,190,179,2019-03-08 13:30:00
11,202,39,2019-03-08 15:00:00
6,164,123,2019-03-08 14:30:00
2,196,169,2019-03-08 13:30:00
1,192,83,2019-03-08 11:30:00
13,135,61,2019-03-08 10:00:00
15,94,204,2019-03-08 13:30:00
9,62,61,2019-03-08 13:00:00
8,193,80,2019-03-08 10:30:00
9,111,218,2019-03-08 11:30:00
16,41,154,2019-03-08 14:30:00
3,145,163,2019-03-08 10:00:00
1,44,48,2019-03-08 16:30:00
2,141,183,2019-03-08 09:00:00
13,120,140,2019-03-08 15:30:00
1,95,198,2019-03-08 16:30:00
4,124,78,2019-03-08 11:30:00
12,116,91,2019-03-08 15:30:00
15,148,179,2019-03-08 15:30:00
8,131,180,2019-03-08 13:00:00
3,124,153,2019-03-08 14:30:00
4,166,64,2019-03-08 09:30:00
1,121,192,2019-03-08 12:00:00
