userID,originID,destinationID,requestDate
5,232,175,2019-03-03 13:00:00
15,214,185,2019-03-03 12:30:00
8,222,93,2019-03-03 14:30:00
2,86,147,2019-03-03 14:30:00
11,110,200,2019-03-03 10:30:00
4,228,183,2019-03-03 16:00:00
12,37,148,2019-03-03 10:30:00
3,126,157,2019-03-03 10:30:00
13,176,101,2019-03-03 13:00:00
1,74,125,2019-03-03 15:30:00
10,113,89,2019-03-03 14:30:00
14,178,157,2019-03-03 11:00:00
16,71,106,2019-03-03 13:00:00
5,96,185,2019-03-03 14:30:00
1,81,195,2019-03-03 13:00:00
2,146,219,2019-03-03 14:30:00
15,60,72,2019-03-03 12:30:00
10,214,82,2019-03-03 11:30:00
7,199,104,2019-03-03 14:30:00
4,38,116,2019-03-03 14:30:00
9,86,188,2019-03-03 14:30:00
3,189,150,2019-03-03 12:00:00
9,108,183,2019-03-03 11:00:00
16,136,56,2019-03-03 13:30:00
14,191,205,2019-03-03 10:00:00
11,94,171,2019-03-03 12:00:00
5,119,78,2019-03-03 13:30:00
14,128,60,2019-03-03 15:00:00
13,198,217,2019-03-03 15:30:00
14,97,64,2019-03-03 13:30:00
7,128,227,2019-03-03 14:30:00
11,54,152,2019-03-03 09:30:00
15,92,112,2019-03-03 11:30:00
1,174,100,2019-03-03 12:00:00
10,58,70,2019-03-03 10:30:00
8,122,89,2019-03-03 12:00:00
14,51,70,2019-03-03 15:30:00
12,214,229,2019-03-03 11:30:00
2,60,148,2019-03-03 15:30:00
12,126,47,2019-03-03 10:00:00
15,98,36,2019-03-03 14:30:00
12,57,41,2019-03-03 09:30:00
8,126,93,2019-03-03 16:00:00
14,57,184,2019-03-03 12:30:00
12,41,199,2019-03-03 14:30:00
12,201,200,2019-03-03 15:30:00
10,137,86,2019-03-03 14:30:00
1,181,81,2019-03-03 10:00:00
8,146,38,2019-03-03 14:30:00
6,213,119,2019-03-03 13:00:00
9,190,214,2019-03-03 12:00:00
1,89,219,2019-03-03 15:30:00
5,165,39,2019-03-03 11:30:00
13,229,109,2019-03-03 15:30:00
14,213,68,2019-03-03 16:00:00
10,190,211,2019-03-03 12:00:00
2,42,210,2019-03-03 11:30:00
8,36,96,2019-03-03 16:30:00
4,126,95,2019-03-03 15:30:00
13,214,152,2019-03-03 12:30:00
13,114,91,2019-03-03 16:00:00
2,152,144,2019-03-03 13:30:00
6,138,51,2019-03-03 16:00:00
5,191,64,2019-03-03 10:00:00
16,133,203,2019-03-03 10:30:00
16,194,82,2019-03-03 16:30:00
10,138,41,2019-03-03 12:00:00
10,171,170,2019-03-03 14:30:00
4,212,143,2019-03-03 13:30:00
14,60,165,2019-03-03 12:00:00
