userID,originID,destinationID,requestDate
7,155,234,2019-03-04 10:30:00
3,172,40,2019-03-04 12:30:00
7,91,214,2019-03-04 14:30:00
16,64,153,2019-03-04 11:00:00
1,88,140,2019-03-04 16:00:00
14,182,90,2019-03-04 12:30:00
5,167,145,2019-03-04 10:30:00
14,116,179,2019-03-04 16:00:00
3,100,55,2019-03-04 12:00:00
7,71,63,2019-03-04 16:30:00
4,133,95,2019-03-04 16:00:00
3,204,121,2019-03-04 13:00:00
3,160,215,2019-03-04 11:30:00
3,189,118,2019-03-04 15:00:00
1,153,59,2019-03-04 12:00:00
10,116,141,2019-03-04 10:30:00
1,153,206,2019-03-04 14:30:00
5,158,63,2019-03-04 14:30:00
4,96,166,2019-03-04 16:30:00
9,113,140,2019-03-04 15:30:00
5,114,174,2019-03-04 11:00:00
1,100,113,2019-03-04 11:30:00
13,60,164,2019-03-04 12:00:00
11,210,199,2019-03-04 16:30:00
3,211,71,2019-03-04 13:30:00
12,140,127,2019-03-04 09:00:00
12,143,147,2019-03-04 10:30:00
9,42,204,2019-03-04 14:30:00
8,42,115,2019-03-04 14:30:00
3,223,156,2019-03-04 15:00:00
2,233,217,2019-03-04 15:00:00
16,40,199,2019-03-04 15:30:00
10,169,161,2019-03-04 12:00:00
6,196,224,2019-03-04 15:00:00
1,154,212,2019-03-04 11:30:00
13,108,153,2019-03-04 10:00:00
14,215,120,2019-03-04 10:00:00
13,148,161,2019-03-04 13:00:00
4,132,202,2019-03-04 14:30:00
4,96,87,2019-03-04 12:30:00
6,214,206,2019-03-04 15:30:00
10,207,221,2019-03-04 11:00:00
7,198,58,2019-03-04 14:30:00
1,171,119,2019-03-04 10:30:00
3,157,73,2019-03-04 11:30:00
15,199,91,2019-03-04 11:00:00
7,97,116,2019-03-04 13:00:00
3,79,105,2019-03-04 16:30:00
9,118,232,2019-03-04 12:30:00
9,115,218,2019-03-04 11:30:00
10,166,108,2019-03-04 12:00:00
9,171,203,2019-03-04 09:30:00
13,233,177,2019-03-04 14:30:00
9,211,40,2019-03-04 10:00:00
1,45,114,2019-03-04 16:00:00
1,41,43,2019-03-04 09:30:00
8,206,131,2019-03-04 09:30:00
11,42,52,2019-03-04 16:30:00
2,206,140,2019-03-04 16:30:00
13,72,215,2019-03-04 13:00:00
15,222,101,2019-03-04 10:30:00
7,94,163,2019-03-04 14:30:00
1,91,137,2019-03-04 14:30:00
3,233,127,2019-03-04 13:00:00
16,169,109,2019-03-04 09:00:00
15,216,117,2019-03-04 09:00:00
5,59,199,2019-03-04 10:00:00
1,189,185,2019-03-04 15:30:00
1,128,89,2019-03-04 15:30:00
9,138,193,2019-03-04 16:00:00
11,111,173,2019-03-04 16:30:00
10,92,163,2019-03-04 14:30:00
10,156,56,2019-03-04 12:30:00
9,35,203,2019-03-04 14:30:00
6,127,73,2019-03-04 11:30:00
