userID,originID,destinationID,requestDate
15,74,59,2019-04-29 11:30:00
8,203,92,2019-04-29 14:30:00
15,169,41,2019-04-29 10:00:00
10,80,221,2019-04-29 13:30:00
12,179,114,2019-04-29 09:00:00
15,193,68,2019-04-29 14:30:00
16,143,88,2019-04-29 14:30:00
10,127,105,2019-04-29 09:30:00
4,86,103,2019-04-29 11:30:00
4,219,43,2019-04-29 13:30:00
8,91,76,2019-04-29 12:00:00
11,121,159,2019-04-29 15:00:00
13,106,79,2019-04-29 16:30:00
1,151,169,2019-04-29 13:30:00
16,141,42,2019-04-29 15:00:00
2,54,183,2019-04-29 11:30:00
13,138,129,2019-04-29 11:30:00
5,176,91,2019-04-29 10:00:00
6,85,137,2019-04-29 12:00:00
11,208,39,2019-04-29 14:30:00
16,220,35,2019-04-29 15:00:00
5,148,128,2019-04-29 16:30:00
16,158,96,2019-04-29 14:30:00
8,38,188,2019-04-29 14:30:00
5,35,203,2019-04-29 14:30:00
9,70,198,2019-04-29 10:30:00
15,62,196,2019-04-29 14:30:00
5,225,191,2019-04-29 10:30:00
16,109,177,2019-04-29 12:30:00
7,165,220,2019-04-29 11:00:00
16,103,117,2019-04-29 12:30:00
12,146,140,2019-04-29 16:30:00
14,212,203,2019-04-29 09:00:00
12,146,185,2019-04-29 13:00:00
9,57,113,2019-04-29 09:30:00
7,177,84,2019-04-29 09:30:00
13,177,87,2019-04-29 11:00:00
8,213,138,2019-04-29 16:30:00
16,220,223,2019-04-29 09:00:00
10,102,203,2019-04-29 14:30:00
9,227,148,2019-04-29 15:00:00
5,38,119,2019-04-29 09:00:00
8,113,37,2019-04-29 10:00:00
8,42,57,2019-04-29 16:30:00
12,195,193,2019-04-29 11:00:00
8,192,62,2019-04-29 15:30:00
2,113,209,2019-04-29 16:30:00
13,134,156,2019-04-29 13:00:00
7,210,99,2019-04-29 12:30:00
3,201,93,2019-04-29 13:00:00
7,35,43,2019-04-29 12:00:00
6,90,139,2019-04-29 11:00:00
6,152,121,2019-04-29 14:30:00
1,122,83,2019-04-29 14:30:00
8,169,71,2019-04-29 16:00:00
4,215,132,2019-04-29 14:30:00
11,182,122,2019-04-29 12:00:00
8,36,39,2019-04-29 14:30:00
3,155,174,2019-04-29 14:30:00
14,181,198,2019-04-29 10:00:00
4,60,108,2019-04-29 11:30:00
15,215,158,2019-04-29 14:30:00
3,105,102,2019-04-29 10:00:00
11,92,231,2019-04-29 10:00:00
1,195,111,2019-04-29 13:30:00
4,181,40,2019-04-29 12:00:00
1,45,124,2019-04-29 16:00:00
6,93,133,2019-04-29 13:00:00
13,123,223,2019-04-29 11:00:00
13,228,75,2019-04-29 15:00:00
12,173,232,2019-04-29 13:00:00
9,57,112,2019-04-29 11:30:00
5,197,84,2019-04-29 15:00:00
10,127,229,2019-04-29 10:30:00
3,84,128,2019-04-29 13:00:00
6,136,109,2019-04-29 12:30:00
5,104,117,2019-04-29 12:00:00
12,156,189,2019-04-29 12:30:00
12,121,155,2019-04-29 10:30:00
5,107,196,2019-04-29 16:30:00
7,47,191,2019-04-29 11:30:00
7,46,162,2019-04-29 10:00:00
8,69,223,2019-04-29 13:30:00
9,177,218,2019-04-29 15:00:00
6,161,106,2019-04-29 13:30:00
9,100,225,2019-04-29 13:00:00
9,81,170,2019-04-29 15:00:00
7,149,118,2019-04-29 09:30:00
9,174,131,2019-04-29 15:00:00
7,198,58,2019-04-29 11:30:00
2,36,83,2019-04-29 09:30:00
13,61,183,2019-04-29 15:30:00
3,168,178,2019-04-29 16:00:00
9,86,51,2019-04-29 11:30:00
10,200,73,2019-04-29 14:30:00
6,187,171,2019-04-29 13:30:00
6,134,196,2019-04-29 16:30:00
5,172,202,2019-04-29 13:30:00
12,213,42,2019-04-29 13:00:00
8,143,193,2019-04-29 15:30:00
13,170,177,2019-04-29 12:00:00
15,96,62,2019-04-29 15:00:00
16,115,36,2019-04-29 12:00:00
8,65,111,2019-04-29 16:30:00
12,155,167,2019-04-29 14:30:00
10,67,46,2019-04-29 16:00:00
14,147,198,2019-04-29 10:00:00
12,219,36,2019-04-29 14:30:00
9,66,75,2019-04-29 13:30:00
15,54,103,2019-04-29 16:30:00
13,102,151,2019-04-29 13:30:00
14,188,46,2019-04-29 13:30:00
8,72,38,2019-04-29 09:30:00
1,88,161,2019-04-29 10:00:00
16,164,37,2019-04-29 15:30:00
4,221,59,2019-04-29 10:30:00
2,230,197,2019-04-29 09:30:00
13,82,226,2019-04-29 13:00:00
12,117,127,2019-04-29 16:00:00
2,79,43,2019-04-29 16:30:00
10,75,95,2019-04-29 16:30:00
13,69,160,2019-04-29 09:30:00
6,138,42,2019-04-29 13:00:00
1,138,115,2019-04-29 15:00:00
13,48,154,2019-04-29 13:30:00
11,58,50,2019-04-29 15:30:00
11,187,54,2019-04-29 16:30:00
14,198,67,2019-04-29 10:30:00
7,70,60,2019-04-29 14:30:00
4,56,102,2019-04-29 09:00:00
3,90,186,2019-04-29 09:30:00
5,173,56,2019-04-29 09:30:00
4,157,230,2019-04-29 16:30:00
15,233,116,2019-04-29 09:00:00
