userID,originID,destinationID,requestDate
7,202,227,2019-03-05 13:30:00
12,112,166,2019-03-05 11:00:00
11,139,194,2019-03-05 11:00:00
9,182,210,2019-03-05 11:00:00
3,79,227,2019-03-05 11:30:00
8,80,226,2019-03-05 12:30:00
6,222,56,2019-03-05 11:30:00
14,191,143,2019-03-05 16:00:00
12,209,115,2019-03-05 09:00:00
15,85,208,2019-03-05 15:30:00
9,74,227,2019-03-05 09:00:00
6,221,88,2019-03-05 16:30:00
16,118,216,2019-03-05 11:30:00
16,78,165,2019-03-05 12:00:00
15,61,124,2019-03-05 09:30:00
16,129,52,2019-03-05 16:00:00
14,144,169,2019-03-05 11:30:00
12,78,104,2019-03-05 12:30:00
11,202,87,2019-03-05 11:00:00
7,83,67,2019-03-05 16:00:00
7,48,108,2019-03-05 11:00:00
9,60,169,2019-03-05 11:30:00
4,112,212,2019-03-05 16:30:00
5,99,209,2019-03-05 13:30:00
8,93,176,2019-03-05 11:30:00
4,193,157,2019-03-05 12:00:00
5,88,128,2019-03-05 10:00:00
3,210,126,2019-03-05 10:00:00
3,72,163,2019-03-05 10:00:00
4,53,42,2019-03-05 11:30:00
9,83,36,2019-03-05 13:30:00
6,161,192,2019-03-05 16:30:00
4,186,180,2019-03-05 16:30:00
16,129,49,2019-03-05 11:30:00
9,136,36,2019-03-05 16:00:00
16,72,78,2019-03-05 12:30:00
13,163,170,2019-03-05 09:00:00
11,45,166,2019-03-05 15:00:00
3,129,152,2019-03-05 09:00:00
15,216,174,2019-03-05 14:30:00
5,220,146,2019-03-05 14:30:00
2,195,168,2019-03-05 13:00:00
9,166,38,2019-03-05 15:30:00
15,201,103,2019-03-05 09:30:00
8,157,123,2019-03-05 12:30:00
10,153,191,2019-03-05 14:30:00
3,80,140,2019-03-05 14:30:00
14,35,119,2019-03-05 16:30:00
14,231,60,2019-03-05 14:30:00
4,185,104,2019-03-05 15:30:00
14,102,90,2019-03-05 12:00:00
13,103,188,2019-03-05 16:30:00
9,58,92,2019-03-05 10:00:00
12,52,137,2019-03-05 10:00:00
1,234,85,2019-03-05 12:30:00
12,206,110,2019-03-05 16:00:00
6,38,72,2019-03-05 11:30:00
15,81,75,2019-03-05 14:30:00
6,179,188,2019-03-05 09:30:00
11,168,138,2019-03-05 15:30:00
15,141,160,2019-03-05 12:30:00
4,162,74,2019-03-05 13:00:00
7,163,77,2019-03-05 16:30:00
5,142,96,2019-03-05 13:00:00
6,215,185,2019-03-05 12:30:00
